first_name,last_name,email,company,country,linkedin_url
Reservation,,reservation@baityhotel.com,Baity Hotel Apartments,UAE,https://www.linkedin.com/company/baity-hotel-apartments-mankhool
Restaurant,,restaurant@baityhotel.com,Baity Hotel Apartments,UAE,https://www.linkedin.com/company/baity-hotel-apartments-mankhool
Experiences,,experiences@travellerschoice.ae,TRAVELLERS CHOICE TRAVEL & TOURISM L.L.C,UAE,https://www.linkedin.com/company/traveller-choice-travel-tourism
Inquiry,,inquiry@travellerschoice.ae,TRAVELLERS CHOICE TRAVEL & TOURISM L.L.C,UAE,https://www.linkedin.com/company/traveller-choice-travel-tourism
Auh,,auh@aroohatours.com,Arooha Tours & Travel Burdubai,UAE,https://www.linkedin.com/company/arooha-tours-travel-uae
Book,,book@uranustravel-bh.com,Uranus Travel & Tours - Holiday & Tours Packages,UAE,https://www.linkedin.com/company/uranus-travel-tours
Abc,,abc@xyz.com,Pinnacle Tourism Bur Dubai,UAE,https://www.linkedin.com/company/pinnacletourismuae
Plaza,,plaza@westzone.com,Sapphire Plaza Hotel,UAE,https://www.linkedin.com/in/anjana-timilsina-b63245216
Global,,global@tourmate.ae,Tourmate Tours L.L.C,UAE,https://www.linkedin.com/company/tourmate-tours-l-l-c
Mysupport,,mysupport@akbartravels.com,"Akbar Travels - Flights, Hotels, Holidays & Visa",UAE,https://www.linkedin.com/company/akbartravels-com
Hotels,,hotels@akbargulf.com,"Akbar Travels - Flights, Hotels, Holidays & Visa",UAE,https://www.linkedin.com/company/akbartravels-com
Holidays,,holidays@taaltourism.com,"TAAL TOURISM L.L.C - Travel Agency In Dubai, UAE",UAE,https://www.linkedin.com/company/taal-tourism-uae
Globalcs,,globalcs@globalluxurysuites.com,AKBAR TRAVELS KARAMA,UAE,https://www.linkedin.com/company/akbartravels-com
Srb,Emb,srb.emb.uae@mfa.rs,Go kite Travel and Tours LLC (Deira Branch),UAE,https://www.linkedin.com/company/gokitetravelandtours
Consular,Abudhabi,consular.abudhabi@mfa.rs,Go kite Travel and Tours LLC (Deira Branch),UAE,https://www.linkedin.com/company/gokitetravelandtours
Holidays,,holidays@cozmotravel.com,Cozmo Travel Karama,UAE,https://www.linkedin.com/company/cozmotraveljordan
Intvisa,,intvisa@citrontours.ae,Citron Tours LLC,UAE,https://www.linkedin.com/company/citron-tourism-llc
Holidays,,holidays@citrontours.ae,Citron Tours LLC,UAE,https://www.linkedin.com/company/citron-tourism-llc
Holiday,,holiday@talenttourism.com,Talent Travel & Tourism LLC,UAE,https://www.linkedin.com/company/talenttourism
Visa,,visa@talenttourism.com,Talent Travel & Tourism LLC,UAE,https://www.linkedin.com/company/talenttourism
Inbound,,inbound@travelpoint.ae,Travel Point ( Zenith Travel & Tours LLC ),UAE,https://www.linkedin.com/company/zenith-travel-tours-llc
Partners,,partners@travelpoint.ae,Travel Point ( Zenith Travel & Tours LLC ),UAE,https://www.linkedin.com/company/zenith-travel-tours-llc
Customer,Service,customer.service@nextholidays.com,"Next Holidays - Best Travel Agency in Dubai, UAE",UAE,https://www.linkedin.com/company/next-holidays-india
Thepalm,Reservations,thepalm.reservations@atlantisdubai.com,"Next Holidays - Best Travel Agency in Dubai, UAE",UAE,https://www.linkedin.com/company/next-holidays-india
Holidays,,holidays@epictravel.ae,Epic Travel,UAE,https://www.linkedin.com/company/epic-travel-llc
Dubai,,dubai@kabayanvisa.com,Travefly Tourism,UAE,https://www.linkedin.com/in/maricar-almoued-07a28b199
Adrez,,adrez@thriftyuae.aetoll,Thrifty Car Rental - Spinneys Mankhool,UAE,https://www.linkedin.com/company/thriftyuae
Rez,,rez@thriftyuae.ae,Thrifty Car Rental - Spinneys Mankhool,UAE,https://www.linkedin.com/company/thriftyuae
Mkt,,mkt@betterviewtourism.com,Betterview Tourism LLC - Top Travel Agency In Dubai,UAE,https://www.linkedin.com/company/betterview-tourism
Inquiries,,inquiries@altayer-travel.com,Al Tayer Travel Agency LLC,UAE,https://www.linkedin.com/company/altayertravel
Fmakwana,,fmakwana@altayer-travel.com,Al Tayer Travel Agency LLC,UAE,https://www.linkedin.com/company/altayertravel
Reservation,,reservation@travelexdubai.com,Travelex Travels & Tours LLC - The Best Travel Agency Dubai,UAE,https://www.linkedin.com/company/travelexdubai
Flights,,flights@travelexdubai.com,Travelex Travels & Tours LLC - The Best Travel Agency Dubai,UAE,https://www.linkedin.com/company/travelexdubai
Bookuae,,bookuae@i-viajero.com,i-Viajero Tourism L.L.C,UAE,https://www.linkedin.com/company/i-viajero
Holidays,,holidays@i-viajero.com,i-Viajero Tourism L.L.C,UAE,https://www.linkedin.com/company/i-viajero
Helpdesk,Travel,helpdesk.travel@kanoo.com,Kanoo Travel - Karama Dubai,UAE,https://www.linkedin.com/company/kanoo-travel
Plans,,plans@tripit.com,Kanoo Travel - Karama Dubai,UAE,https://www.linkedin.com/company/kanoo-travel
Mehul,,mehul@heaventravels.net,Heaven Travel and Tourism LLC,UAE,https://www.linkedin.com/in/anil-manani-553b7851
Eu,,eu@seasontravels.com,Season Oasis Travels UAE,UAE,https://www.linkedin.com/company/season-travels
Bdm,Dxb,bdm.dxb@zoltanglobal.com,ZOLTAN TRAVEL AGENCY LLC,UAE,https://www.linkedin.com/company/zoltan-global
Care,,care@fbt.ae,FBT Adventures Travels LLC | Inbound Tour Operator in Dubai,UAE,https://www.linkedin.com/company/fbt-adventures
Contracting,,contracting@aitgulf.com,Amazing Images Travel & Tourism L.L.C,UAE,https://www.linkedin.com/company/amazing-images-travel-tourism
Holidays,,holidays@melhoruae.com,MELHOR TRAVEL AND TOURISM L.L.C,UAE,https://www.linkedin.com/in/melhor-travel-and-tourism-440a3b377
Allison,,allison@arizonatravelideas.com,ARIZONE TRAVEL AND TOURISM LLC,UAE,https://www.linkedin.com/in/ameen-ansari-a21543373
Autocare,,autocare@gpalacegroup.com,Golden Palace Travel & Tourism LLC,UAE,https://www.linkedin.com/company/golden-palace-group-of-companies
Gpalace,,gpalace@eim.ae,Golden Palace Travel & Tourism LLC,UAE,https://www.linkedin.com/company/golden-palace-group-of-companies
Suppert,,suppert@chosefly.com,Chose Fly,UAE,https://www.linkedin.com/in/fateh-ali-tiwana-82a783357
Blspremiumauh,,blspremiumauh@blsindiavisa-uae.com,BLS International,UAE,
Cons,Abudhabi,cons.abudhabi@mea.gov.in,BLS International,UAE,
Inquiries,,inquiries@tabeertours.com,Tabeer Tours,UAE,
Helpdesk,,helpdesk@tabeertours.com,Tabeer Tours,UAE,
Ellastravels,,ellastravels@myyahoo.com,AL FALAHEHY TRAVELS LLC,UAE,
Deals,,deals@cityonetours.ae,City One Tourism & Travel L.L.C,UAE,
Account,,account@mychoicetourism.com,My Choice Tourism,UAE,
Dubaivisa,,dubaivisa@truebluetraveldubai.com,True Blue Travel and Tourism,UAE,
Inquiry,,inquiry@bookdubaitrip.com,True Blue Travel and Tourism,UAE,
Carson,,carson@animalcare.lacounty.gov,Pinas Tourism Burjuman Branch,UAE,
Socialmedia,,socialmedia@foodforthepoor.com,Pinas Tourism Burjuman Branch,UAE,
Wecare,,wecare@sharaftravel.com,Sharaf Travel,UAE,
Visaportal,,visaportal@sharaftravel.com,Sharaf Travel,UAE,
Auction,,auction@fiveneeds.co.jp,Nexus Experience Tourism,UAE,
Xx,,xx@.co.jp,Nexus Experience Tourism,UAE,
Designers,,designers@riya.travel,"Riya - The Travel Expert | Dubai, UAE",UAE,
Clsupport,,clsupport@riya.travel,"Riya - The Travel Expert | Dubai, UAE",UAE,
Customerservices,,customerservices@thetravelmakers.ae,PCM Travel Agency Dubai (Thetravelmakers.ae),UAE,
Holidays,,holidays@nasa-travel.ae,Nasser Air Travel & Shipping Agencies,UAE,
Email,,email@example.com,Mihran Tours & Travels,UAE,
Letsgo,,letsgo@transarabian.ae,Lufthansa City Center Trans Arabian,UAE,
Cs,,cs@terelletravel.com,Terelle Travel,UAE,
Visa,,visa@tunztravel.com,Tunz Travel & Tours L.L.C,UAE,
Fakrudheen,,fakrudheen@alnasheet.com,Al Nasheet Travel,UAE,
Ops,,ops@axistravel.ae,Axis Travel and Tourism,UAE,
Ops,,ops@axistravel.com,Axis Travel and Tourism,UAE,
Victoria,,victoria@bookingcore.test,Lahza Travel & Tourism,UAE,
Alvapriya,,alvapriya@bookingcore.test,Lahza Travel & Tourism,UAE,
Callcenter,,callcenter@regencyholidays.com,Regency Travel & Tours Dubai Branch,UAE,
Saudi,,saudi@regencyholidays.com,Regency Travel & Tours Dubai Branch,UAE,
